count,mean,std,min,50%,max,t,p,r,f1,mcp,mcr,mcf1,batch_size,hashtag_split,svd,binary,tfidf_weights,save,save_results,lang,dataset,annotation,text+,remove_mentions,model,window,distance
4318.0,15.105141269106069,71.47941005018183,1.0,1.0,1898.0,0.7,0.8337849001843431,0.6635486248594418,0.6658998508822556,0.8843159065628476,0.782608695652174,0.8303594742797458,8,True,False,True,False,False,True,en,C:\Users\user\Desktop\tagged tweets\event2012_labeled_only_2.tsv,no,False,True,tfidf_all_tweets,2248,cosine
4318.0,15.105141269106069,71.47941005018183,1.0,1.0,1898.0,0.7,0.8337849001843431,0.6635486248594418,0.6658998508822556,0.8843159065628476,0.782608695652174,0.8303594742797458,8,True,False,True,False,False,True,en,C:\Users\user\Desktop\tagged tweets\event2012_labeled_only_2.tsv,no,False,True,tfidf_all_tweets,2248,cosine
4318.0,15.105141269106067,71.47941005018183,1.0,1.0,1898.0,0.7,0.8337849001843431,0.6635486248594418,0.6658998508822556,0.8843159065628476,0.782608695652174,0.8303594742797458,8,True,False,True,False,False,True,en,C:\Users\user\Desktop\tagged tweets\event2012_labeled_only_2.tsv,no,False,True,tfidf_all_tweets,2248,cosine
